Category,Type,Character1,Pinyin1,Frequency1,Character2,Pinyin2,Frequency2,Difficulty,Notes
Complex,Retroflex-Palatal: zh-q,知,zhi1,205,凄,qi1,1,Hard,Alternating: 知知凄知凄凄 (zhi1-zhi1-qi1-zhi1-qi1-qi1)
Complex,Retroflex-Dental: zh-s,知,zhi1,205,咝,si1,1,Hard,Alternating: 知知咝知咝咝 (zhi1-zhi1-si1-zhi1-si1-si1)
Complex,Retroflex-Palatal: zh-x,知,zhi1,205,嘻,xi1,1,Hard,Alternating: 知知嘻知嘻嘻 (zhi1-zhi1-xi1-zhi1-xi1-xi1)
Complex,Retroflex-Dental: zh-z,知,zhi1,205,姿,zi1,1,Hard,Alternating: 知知姿知姿姿 (zhi1-zhi1-zi1-zhi1-zi1-zi1)
Complex,Retroflex-Palatal: zh-x,知,zhi1,205,惜,xi1,1,Hard,Alternating: 知知惜知惜惜 (zhi1-zhi1-xi1-zhi1-xi1-xi1)
Complex,Retroflex-Palatal: zh-q,知,zhi1,205,戚,qi1,1,Hard,Alternating: 知知戚知戚戚 (zhi1-zhi1-qi1-zhi1-qi1-qi1)
Complex,Retroflex-Palatal: zh-q,知,zhi1,205,栖,qi1,1,Hard,Alternating: 知知栖知栖栖 (zhi1-zhi1-qi1-zhi1-qi1-qi1)
Complex,Retroflex-Palatal: zh-x,知,zhi1,205,熄,xi1,1,Hard,Alternating: 知知熄知熄熄 (zhi1-zhi1-xi1-zhi1-xi1-xi1)
Complex,Retroflex-Palatal: zh-j,知,zhi1,205,稽,ji1,1,Hard,Alternating: 知知稽知稽稽 (zhi1-zhi1-ji1-zhi1-ji1-ji1)
Complex,Retroflex-Palatal: zh-j,知,zhi1,205,肌,ji1,1,Hard,Alternating: 知知肌知肌肌 (zhi1-zhi1-ji1-zhi1-ji1-ji1)
Complex,Retroflex-Dental: zh-z,知,zhi1,205,资,zi1,1,Hard,Alternating: 知知资知资资 (zhi1-zhi1-zi1-zhi1-zi1-zi1)
Complex,Retroflex-Palatal: zh-j,知,zhi1,205,鸡,ji1,1,Hard,Alternating: 知知鸡知鸡鸡 (zhi1-zhi1-ji1-zhi1-ji1-ji1)
Complex,Retroflex-Palatal: sh-j,时,shi2,195,吉,ji2,11,Hard,Alternating: 时时吉时吉吉 (shi2-shi2-ji2-shi2-ji2-ji2)
Complex,Dental-Palatal: s-x,斯,si1,156,希,xi1,49,Hard,Alternating: 斯斯希斯希希 (si1-si1-xi1-si1-xi1-xi1)
Complex,Retroflex-Palatal: sh-q,时,shi2,195,骑,qi2,9,Hard,Alternating: 时时骑时骑骑 (shi2-shi2-qi2-shi2-qi2-qi2)
Complex,Retroflex-Dental: zh-s,住,zhu4,110,诉,su4,94,Hard,Alternating: 住住诉住诉诉 (zhu4-zhu4-su4-zhu4-su4-su4)
Complex,Dental-Retroflex: z-sh,自,zi4,175,世,shi4,28,Hard,Alternating: 自自世自世世 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Dental-Palatal: s-x,斯,si1,156,吸,xi1,46,Hard,Alternating: 斯斯吸斯吸吸 (si1-si1-xi1-si1-xi1-xi1)
Complex,Retroflex-Palatal: sh-j,时,shi2,195,即,ji2,6,Hard,Alternating: 时时即时即即 (shi2-shi2-ji2-shi2-ji2-ji2)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,世,shi4,28,Hard,Alternating: 气气世气世世 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Retroflex-Palatal: sh-x,时,shi2,195,席,xi2,5,Hard,Alternating: 时时席时席席 (shi2-shi2-xi2-shi2-xi2-xi2)
Complex,Retroflex-Palatal: sh-j,时,shi2,195,集,ji2,5,Hard,Alternating: 时时集时集集 (shi2-shi2-ji2-shi2-ji2-ji2)
Complex,Retroflex-Dental: sh-c,时,shi2,195,词,ci2,4,Hard,Alternating: 时时词时词词 (shi2-shi2-ci2-shi2-ci2-ci2)
Complex,Palatal-Retroflex: j-zh,己,ji3,153,指,zhi3,46,Hard,Alternating: 己己指己指指 (ji3-ji3-zhi3-ji3-zhi3-zhi3)
Complex,Retroflex-Palatal: sh-x,时,shi2,195,习,xi2,3,Hard,Alternating: 时时习时习习 (shi2-shi2-xi2-shi2-xi2-xi2)
Complex,Retroflex-Palatal: sh-q,时,shi2,195,琦,qi2,3,Hard,Alternating: 时时琦时琦琦 (shi2-shi2-qi2-shi2-qi2-qi2)
Complex,Retroflex-Palatal: sh-x,时,shi2,195,袭,xi2,3,Hard,Alternating: 时时袭时袭袭 (shi2-shi2-xi2-shi2-xi2-xi2)
Complex,Retroflex-Dental: sh-c,时,shi2,195,慈,ci2,2,Hard,Alternating: 时时慈时慈慈 (shi2-shi2-ci2-shi2-ci2-ci2)
Complex,Dental-Retroflex: z-zh,自,zi4,175,治,zhi4,22,Hard,Alternating: 自自治自治治 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Dental-Palatal: z-x,自,zi4,175,细,xi4,22,Hard,Alternating: 自自细自细细 (zi4-zi4-xi4-zi4-xi4-xi4)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,治,zhi4,22,Hard,Alternating: 气气治气治治 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Palatal-Retroflex: q-sh,奇,qi2,136,十,shi2,59,Hard,Alternating: 奇奇十奇十十 (qi2-qi2-shi2-qi2-shi2-shi2)
Complex,Dental-Palatal: z-j,自,zi4,175,继,ji4,17,Hard,Alternating: 自自继自继继 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Palatal-Dental: q-c,气,qi4,173,刺,ci4,18,Hard,Alternating: 气气刺气刺刺 (qi4-qi4-ci4-qi4-ci4-ci4)
Complex,Dental-Palatal: s-x,斯,si1,156,息,xi1,35,Hard,Alternating: 斯斯息斯息息 (si1-si1-xi1-si1-xi1-xi1)
Complex,Dental-Palatal: z-x,自,zi4,175,系,xi4,14,Hard,Alternating: 自自系自系系 (zi4-zi4-xi4-zi4-xi4-xi4)
Complex,Dental-Retroflex: z-sh,自,zi4,175,试,shi4,14,Hard,Alternating: 自自试自试试 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Dental-Retroflex: s-sh,斯,si1,156,失,shi1,33,Hard,Alternating: 斯斯失斯失失 (si1-si1-shi1-si1-shi1-shi1)
Complex,Dental-Palatal: s-q,斯,si1,156,期,qi1,33,Hard,Alternating: 斯斯期斯期期 (si1-si1-qi1-si1-qi1-qi1)
Complex,Dental-Retroflex: z-zh,自,zi4,175,制,zhi4,13,Hard,Alternating: 自自制自制制 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Dental-Retroflex: z-zh,自,zi4,175,置,zhi4,13,Hard,Alternating: 自自置自置置 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,试,shi4,14,Hard,Alternating: 气气试气试试 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Dental-Retroflex: s-zh,斯,si1,156,之,zhi1,31,Hard,Alternating: 斯斯之斯之之 (si1-si1-zhi1-si1-zhi1-zhi1)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,制,zhi4,13,Hard,Alternating: 气气制气制制 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,置,zhi4,13,Hard,Alternating: 气气置气置置 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Palatal-Dental: q-c,奇,qi2,136,茨,ci2,50,Hard,Alternating: 奇奇茨奇茨茨 (qi2-qi2-ci2-qi2-ci2-ci2)
Complex,Dental-Palatal: z-j,自,zi4,175,纪,ji4,10,Hard,Alternating: 自自纪自纪纪 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Dental-Palatal: z-q,自,zi4,175,汽,qi4,9,Hard,Alternating: 自自汽自汽汽 (zi4-zi4-qi4-zi4-qi4-qi4)
Complex,Palatal-Retroflex: x-ch,西,xi1,100,吃,chi1,84,Hard,Alternating: 西西吃西吃吃 (xi1-xi1-chi1-xi1-chi1-chi1)
Complex,Dental-Palatal: z-j,自,zi4,175,寂,ji4,8,Hard,Alternating: 自自寂自寂寂 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Dental-Retroflex: z-zh,自,zi4,175,至,zhi4,8,Hard,Alternating: 自自至自至至 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Dental-Retroflex: z-sh,自,zi4,175,释,shi4,8,Hard,Alternating: 自自释自释释 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Dental-Palatal: z-j,自,zi4,175,际,ji4,8,Hard,Alternating: 自自际自际际 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Dental-Palatal: z-q,自,zi4,175,泣,qi4,7,Hard,Alternating: 自自泣自泣泣 (zi4-zi4-qi4-zi4-qi4-qi4)
Complex,Dental-Retroflex: z-sh,自,zi4,175,适,shi4,7,Hard,Alternating: 自自适自适适 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,记,ji4,43,Hard,Alternating: 事事记事记记 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Palatal-Dental: j-s,几,ji3,119,死,si3,63,Hard,Alternating: 几几死几死死 (ji3-ji3-si3-ji3-si3-si3)
Complex,Dental-Palatal: z-j,自,zi4,175,迹,ji4,6,Hard,Alternating: 自自迹自迹迹 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,至,zhi4,8,Hard,Alternating: 气气至气至至 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,释,shi4,8,Hard,Alternating: 气气释气释释 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Palatal-Retroflex: j-sh,己,ji3,153,始,shi3,28,Hard,Alternating: 己己始己始始 (ji3-ji3-shi3-ji3-shi3-shi3)
Complex,Dental-Retroflex: z-ch,自,zi4,175,翅,chi4,5,Hard,Alternating: 自自翅自翅翅 (zi4-zi4-chi4-zi4-chi4-chi4)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,适,shi4,7,Hard,Alternating: 气气适气适适 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Palatal-Retroflex: j-sh,几,ji3,119,使,shi3,61,Hard,Alternating: 几几使几使使 (ji3-ji3-shi3-ji3-shi3-shi3)
Complex,Dental-Retroflex: z-sh,自,zi4,175,势,shi4,4,Hard,Alternating: 自自势自势势 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Dental-Palatal: z-q,自,zi4,175,器,qi4,4,Hard,Alternating: 自自器自器器 (zi4-zi4-qi4-zi4-qi4-qi4)
Complex,Dental-Retroflex: z-zh,自,zi4,175,致,zhi4,4,Hard,Alternating: 自自致自致致 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Palatal-Retroflex: j-zh,己,ji3,153,止,zhi3,26,Hard,Alternating: 己己止己止止 (ji3-ji3-zhi3-ji3-zhi3-zhi3)
Complex,Dental-Palatal: z-j,自,zi4,175,剂,ji4,3,Hard,Alternating: 自自剂自剂剂 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Dental-Retroflex: z-sh,自,zi4,175,式,shi4,3,Hard,Alternating: 自自式自式式 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Dental-Palatal: z-j,自,zi4,175,既,ji4,3,Hard,Alternating: 自自既自既既 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Dental-Retroflex: z-sh,自,zi4,175,示,shi4,3,Hard,Alternating: 自自示自示示 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Palatal-Retroflex: q-ch,气,qi4,173,翅,chi4,5,Hard,Alternating: 气气翅气翅翅 (qi4-qi4-chi4-qi4-chi4-chi4)
Complex,Dental-Palatal: z-j,自,zi4,175,寄,ji4,2,Hard,Alternating: 自自寄自寄寄 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Dental-Palatal: z-x,自,zi4,175,戏,xi4,2,Hard,Alternating: 自自戏自戏戏 (zi4-zi4-xi4-zi4-xi4-xi4)
Complex,Dental-Palatal: z-j,自,zi4,175,计,ji4,2,Hard,Alternating: 自自计自计计 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Dental-Retroflex: z-sh,自,zi4,175,饰,shi4,2,Hard,Alternating: 自自饰自饰饰 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,势,shi4,4,Hard,Alternating: 气气势气势势 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,致,zhi4,4,Hard,Alternating: 气气致气致致 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Retroflex-Dental: sh-c,室,shi4,101,次,ci4,76,Hard,Alternating: 室室次室次次 (shi4-shi4-ci4-shi4-ci4-ci4)
Complex,Palatal-Retroflex: x-sh,西,xi1,100,师,shi1,77,Hard,Alternating: 西西师西师师 (xi1-xi1-shi1-xi1-shi1-shi1)
Complex,Dental-Palatal: z-q,自,zi4,175,弃,qi4,1,Hard,Alternating: 自自弃自弃弃 (zi4-zi4-qi4-zi4-qi4-qi4)
Complex,Dental-Palatal: z-j,自,zi4,175,忌,ji4,1,Hard,Alternating: 自自忌自忌忌 (zi4-zi4-ji4-zi4-ji4-ji4)
Complex,Dental-Retroflex: z-zh,自,zi4,175,志,zhi4,1,Hard,Alternating: 自自志自志志 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Dental-Retroflex: z-zh,自,zi4,175,智,zhi4,1,Hard,Alternating: 自自智自智智 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Dental-Retroflex: z-zh,自,zi4,175,滞,zhi4,1,Hard,Alternating: 自自滞自滞滞 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Dental-Retroflex: z-sh,自,zi4,175,誓,shi4,1,Hard,Alternating: 自自誓自誓誓 (zi4-zi4-shi4-zi4-shi4-shi4)
Complex,Dental-Retroflex: z-zh,自,zi4,175,质,zhi4,1,Hard,Alternating: 自自质自质质 (zi4-zi4-zhi4-zi4-zhi4-zhi4)
Complex,Dental-Palatal: z-x,自,zi4,175,隙,xi4,1,Hard,Alternating: 自自隙自隙隙 (zi4-zi4-xi4-zi4-xi4-xi4)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,式,shi4,3,Hard,Alternating: 气气式气式式 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,示,shi4,3,Hard,Alternating: 气气示气示示 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Retroflex-Dental: sh-s,身,shen1,169,森,sen1,7,Hard,Alternating: 身身森身森森 (shen1-shen1-sen1-shen1-sen1-sen1)
Complex,Retroflex-Dental: sh-s,事,shi4,139,四,si4,37,Hard,Alternating: 事事四事四四 (shi4-shi4-si4-shi4-si4-si4)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,饰,shi4,2,Hard,Alternating: 气气饰气饰饰 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Dental-Retroflex: z-sh,最,zui4,148,睡,shui4,27,Hard,Alternating: 最最睡最睡睡 (zui4-zui4-shui4-zui4-shui4-shui4)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,志,zhi4,1,Hard,Alternating: 气气志气志志 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,智,zhi4,1,Hard,Alternating: 气气智气智智 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,滞,zhi4,1,Hard,Alternating: 气气滞气滞滞 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Palatal-Retroflex: q-sh,气,qi4,173,誓,shi4,1,Hard,Alternating: 气气誓气誓誓 (qi4-qi4-shi4-qi4-shi4-shi4)
Complex,Palatal-Retroflex: q-zh,气,qi4,173,质,zhi4,1,Hard,Alternating: 气气质气质质 (qi4-qi4-zhi4-qi4-zhi4-zhi4)
Complex,Palatal-Dental: q-s,气,qi4,173,饲,si4,1,Hard,Alternating: 气气饲气饲饲 (qi4-qi4-si4-qi4-si4-si4)
Complex,Palatal-Retroflex: j-zh,己,ji3,153,纸,zhi3,21,Hard,Alternating: 己己纸己纸纸 (ji3-ji3-zhi3-ji3-zhi3-zhi3)
Complex,Dental-Palatal: s-j,斯,si1,156,激,ji1,17,Hard,Alternating: 斯斯激斯激激 (si1-si1-ji1-si1-ji1-ji1)
Complex,Retroflex-Dental: sh-z,室,shi4,101,字,zi4,72,Hard,Alternating: 室室字室字字 (shi4-shi4-zi4-shi4-zi4-zi4)
Complex,Dental-Palatal: s-j,斯,si1,156,击,ji1,14,Hard,Alternating: 斯斯击斯击击 (si1-si1-ji1-si1-ji1-ji1)
Complex,Dental-Retroflex: s-zh,斯,si1,156,支,zhi1,13,Hard,Alternating: 斯斯支斯支支 (si1-si1-zhi1-si1-zhi1-zhi1)
Complex,Dental-Retroflex: s-sh,斯,si1,156,施,shi1,11,Hard,Alternating: 斯斯施斯施施 (si1-si1-shi1-si1-shi1-shi1)
Complex,Dental-Palatal: s-q,斯,si1,156,漆,qi1,11,Hard,Alternating: 斯斯漆斯漆漆 (si1-si1-qi1-si1-qi1-qi1)
Complex,Palatal-Retroflex: j-ch,己,ji3,153,尺,chi3,13,Hard,Alternating: 己己尺己尺尺 (ji3-ji3-chi3-ji3-chi3-chi3)
Complex,Palatal-Retroflex: j-zh,几,ji3,119,指,zhi3,46,Hard,Alternating: 几几指几指指 (ji3-ji3-zhi3-ji3-zhi3-zhi3)
Complex,Dental-Palatal: s-q,斯,si1,156,七,qi1,8,Hard,Alternating: 斯斯七斯七七 (si1-si1-qi1-si1-qi1-qi1)
Complex,Dental-Palatal: s-j,斯,si1,156,机,ji1,8,Hard,Alternating: 斯斯机斯机机 (si1-si1-ji1-si1-ji1-ji1)
Complex,Dental-Palatal: s-x,斯,si1,156,悉,xi1,7,Hard,Alternating: 斯斯悉斯悉悉 (si1-si1-xi1-si1-xi1-xi1)
Complex,Dental-Palatal: s-x,斯,si1,156,膝,xi1,7,Hard,Alternating: 斯斯膝斯膝膝 (si1-si1-xi1-si1-xi1-xi1)
Complex,Palatal-Dental: j-c,己,ji3,153,此,ci3,10,Hard,Alternating: 己己此己此此 (ji3-ji3-ci3-ji3-ci3-ci3)
Complex,Palatal-Retroflex: q-sh,奇,qi2,136,实,shi2,27,Hard,Alternating: 奇奇实奇实实 (qi2-qi2-shi2-qi2-shi2-shi2)
Complex,Dental-Retroflex: s-ch,斯,si1,156,哧,chi1,5,Hard,Alternating: 斯斯哧斯哧哧 (si1-si1-chi1-si1-chi1-chi1)
Complex,Dental-Retroflex: s-zh,斯,si1,156,枝,zhi1,5,Hard,Alternating: 斯斯枝斯枝枝 (si1-si1-zhi1-si1-zhi1-zhi1)
Complex,Dental-Retroflex: s-zh,斯,si1,156,蜘,zhi1,5,Hard,Alternating: 斯斯蜘斯蜘蜘 (si1-si1-zhi1-si1-zhi1-zhi1)
Complex,Retroflex-Palatal: sh-x,事,shi4,139,细,xi4,22,Hard,Alternating: 事事细事细细 (shi4-shi4-xi4-shi4-xi4-xi4)
Complex,Dental-Palatal: s-j,斯,si1,156,基,ji1,4,Hard,Alternating: 斯斯基斯基基 (si1-si1-ji1-si1-ji1-ji1)
Complex,Dental-Retroflex: s-sh,斯,si1,156,湿,shi1,4,Hard,Alternating: 斯斯湿斯湿湿 (si1-si1-shi1-si1-shi1-shi1)
Complex,Dental-Palatal: s-j,斯,si1,156,讥,ji1,4,Hard,Alternating: 斯斯讥斯讥讥 (si1-si1-ji1-si1-ji1-ji1)
Complex,Palatal-Dental: x-s,西,xi1,100,思,si1,60,Hard,Alternating: 西西思西思思 (xi1-xi1-si1-xi1-si1-si1)
Complex,Dental-Palatal: s-x,斯,si1,156,夕,xi1,3,Hard,Alternating: 斯斯夕斯夕夕 (si1-si1-xi1-si1-xi1-xi1)
Complex,Dental-Palatal: s-q,斯,si1,156,妻,qi1,3,Hard,Alternating: 斯斯妻斯妻妻 (si1-si1-qi1-si1-qi1-qi1)
Complex,Dental-Retroflex: s-sh,斯,si1,156,尸,shi1,3,Hard,Alternating: 斯斯尸斯尸尸 (si1-si1-shi1-si1-shi1-shi1)
Complex,Dental-Palatal: s-x,斯,si1,156,晰,xi1,3,Hard,Alternating: 斯斯晰斯晰晰 (si1-si1-xi1-si1-xi1-xi1)
Complex,Palatal-Retroflex: q-sh,奇,qi2,136,识,shi2,23,Hard,Alternating: 奇奇识奇识识 (qi2-qi2-shi2-qi2-shi2-shi2)
Complex,Dental-Palatal: s-j,斯,si1,156,叽,ji1,2,Hard,Alternating: 斯斯叽斯叽叽 (si1-si1-ji1-si1-ji1-ji1)
Complex,Dental-Retroflex: s-zh,斯,si1,156,吱,zhi1,2,Hard,Alternating: 斯斯吱斯吱吱 (si1-si1-zhi1-si1-zhi1-zhi1)
Complex,Dental-Palatal: s-j,斯,si1,156,姬,ji1,2,Hard,Alternating: 斯斯姬斯姬姬 (si1-si1-ji1-si1-ji1-ji1)
Complex,Dental-Palatal: s-x,斯,si1,156,稀,xi1,2,Hard,Alternating: 斯斯稀斯稀稀 (si1-si1-xi1-si1-xi1-xi1)
Complex,Dental-Palatal: s-x,斯,si1,156,兮,xi1,1,Hard,Alternating: 斯斯兮斯兮兮 (si1-si1-xi1-si1-xi1-xi1)
Complex,Dental-Palatal: s-q,斯,si1,156,凄,qi1,1,Hard,Alternating: 斯斯凄斯凄凄 (si1-si1-qi1-si1-qi1-qi1)
Complex,Dental-Palatal: s-x,斯,si1,156,嘻,xi1,1,Hard,Alternating: 斯斯嘻斯嘻嘻 (si1-si1-xi1-si1-xi1-xi1)
Complex,Dental-Palatal: s-x,斯,si1,156,惜,xi1,1,Hard,Alternating: 斯斯惜斯惜惜 (si1-si1-xi1-si1-xi1-xi1)
Complex,Dental-Palatal: s-q,斯,si1,156,戚,qi1,1,Hard,Alternating: 斯斯戚斯戚戚 (si1-si1-qi1-si1-qi1-qi1)
Complex,Dental-Palatal: s-q,斯,si1,156,栖,qi1,1,Hard,Alternating: 斯斯栖斯栖栖 (si1-si1-qi1-si1-qi1-qi1)
Complex,Dental-Retroflex: s-zh,斯,si1,156,汁,zhi1,1,Hard,Alternating: 斯斯汁斯汁汁 (si1-si1-zhi1-si1-zhi1-zhi1)
Complex,Dental-Palatal: s-x,斯,si1,156,熄,xi1,1,Hard,Alternating: 斯斯熄斯熄熄 (si1-si1-xi1-si1-xi1-xi1)
Complex,Dental-Retroflex: s-sh,斯,si1,156,狮,shi1,1,Hard,Alternating: 斯斯狮斯狮狮 (si1-si1-shi1-si1-shi1-shi1)
Complex,Dental-Palatal: s-j,斯,si1,156,稽,ji1,1,Hard,Alternating: 斯斯稽斯稽稽 (si1-si1-ji1-si1-ji1-ji1)
Complex,Dental-Palatal: s-j,斯,si1,156,肌,ji1,1,Hard,Alternating: 斯斯肌斯肌肌 (si1-si1-ji1-si1-ji1-ji1)
Complex,Dental-Palatal: s-j,斯,si1,156,鸡,ji1,1,Hard,Alternating: 斯斯鸡斯鸡鸡 (si1-si1-ji1-si1-ji1-ji1)
Complex,Palatal-Retroflex: j-sh,己,ji3,153,史,shi3,4,Hard,Alternating: 己己史己史史 (ji3-ji3-shi3-ji3-shi3-shi3)
Complex,Retroflex-Dental: sh-c,事,shi4,139,刺,ci4,18,Hard,Alternating: 事事刺事刺刺 (shi4-shi4-ci4-shi4-ci4-ci4)
Complex,Palatal-Dental: j-z,己,ji3,153,紫,zi3,3,Hard,Alternating: 己己紫己紫紫 (ji3-ji3-zi3-ji3-zi3-zi3)
Complex,Palatal-Retroflex: j-ch,己,ji3,153,齿,chi3,3,Hard,Alternating: 己己齿己齿齿 (ji3-ji3-chi3-ji3-chi3-chi3)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,继,ji4,17,Hard,Alternating: 事事继事继继 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-x,事,shi4,139,系,xi4,14,Hard,Alternating: 事事系事系系 (shi4-shi4-xi4-shi4-xi4-xi4)
Complex,Palatal-Retroflex: q-ch,奇,qi2,136,持,chi2,17,Hard,Alternating: 奇奇持奇持持 (qi2-qi2-chi2-qi2-chi2-chi2)
Complex,Palatal-Retroflex: q-sh,奇,qi2,136,石,shi2,16,Hard,Alternating: 奇奇石奇石石 (qi2-qi2-shi2-qi2-shi2-shi2)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,纪,ji4,10,Hard,Alternating: 事事纪事纪纪 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Palatal-Retroflex: q-ch,奇,qi2,136,迟,chi2,13,Hard,Alternating: 奇奇迟奇迟迟 (qi2-qi2-chi2-qi2-chi2-chi2)
Complex,Retroflex-Palatal: sh-q,事,shi4,139,汽,qi4,9,Hard,Alternating: 事事汽事汽汽 (shi4-shi4-qi4-shi4-qi4-qi4)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,寂,ji4,8,Hard,Alternating: 事事寂事寂寂 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,际,ji4,8,Hard,Alternating: 事事际事际际 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Palatal-Retroflex: q-sh,奇,qi2,136,食,shi2,11,Hard,Alternating: 奇奇食奇食食 (qi2-qi2-shi2-qi2-shi2-shi2)
Complex,Palatal-Retroflex: j-sh,几,ji3,119,始,shi3,28,Hard,Alternating: 几几始几始始 (ji3-ji3-shi3-ji3-shi3-shi3)
Complex,Retroflex-Palatal: sh-q,事,shi4,139,泣,qi4,7,Hard,Alternating: 事事泣事泣泣 (shi4-shi4-qi4-shi4-qi4-qi4)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,迹,ji4,6,Hard,Alternating: 事事迹事迹迹 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Palatal-Retroflex: j-zh,几,ji3,119,止,zhi3,26,Hard,Alternating: 几几止几止止 (ji3-ji3-zhi3-ji3-zhi3-zhi3)
Complex,Retroflex-Palatal: sh-j,室,shi4,101,记,ji4,43,Hard,Alternating: 室室记室记记 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Dental: ch-s,吃,chi1,84,思,si1,60,Hard,Alternating: 吃吃思吃思思 (chi1-chi1-si1-chi1-si1-si1)
Complex,Retroflex-Palatal: sh-q,事,shi4,139,器,qi4,4,Hard,Alternating: 事事器事器器 (shi4-shi4-qi4-shi4-qi4-qi4)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,剂,ji4,3,Hard,Alternating: 事事剂事剂剂 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,既,ji4,3,Hard,Alternating: 事事既事既既 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,寄,ji4,2,Hard,Alternating: 事事寄事寄寄 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-x,事,shi4,139,戏,xi4,2,Hard,Alternating: 事事戏事戏戏 (shi4-shi4-xi4-shi4-xi4-xi4)
Complex,Retroflex-Palatal: sh-j,事,shi4,139,计,ji4,2,Hard,Alternating: 事事计事计计 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Palatal-Retroflex: q-zh,奇,qi2,136,值,zhi2,5,Hard,Alternating: 奇奇值奇值值 (qi2-qi2-zhi2-qi2-zhi2-zhi2)
